Exported at 24/04/2024 15:30:41, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Core ID:,Nowe standardy suche 10x15 he 2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Comments:,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
XRF Measurement Mode:,He - 15x10mm, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Depth,Depth In Core,Time Stamp,Laser Profiler,XRF Total Live Time,XRF Total Counts,,XRF Elements(ppm), , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,XRF Oxides(ppm), , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
cm,cm,,mm,Seconds,Beam 1,Beam 2,LE (Value),Mg (Value),Mg (Error),Al (Value),Al (Error),Si (Value),Si (Error),P (Value),P (Error),S (Value),S (Error),K (Value),K (Error),Ca (Value),Ca (Error),Ti (Value),Ti (Error),V (Value),V (Error),Cr (Value),Cr (Error),Mn (Value),Mn (Error),Fe (Value),Fe (Error),Ni (Value),Ni (Error),Cu (Value),Cu (Error),Zn (Value),Zn (Error),As (Value),As (Error),Sr (Value),Sr (Error),Zr (Value),Zr (Error),Mo (Value),Mo (Error),Ba (Value),Ba (Error),Pb (Value),Pb (Error),U (Value),U (Error),LE (Value),MgO (Value),MgO (Error),Al2O3 (Value),Al2O3 (Error),SiO2 (Value),SiO2 (Error),P2O5 (Value),P2O5 (Error),SO3 (Value),SO3 (Error),K2O (Value),K2O (Error),CaO (Value),CaO (Error),TiO2 (Value),TiO2 (Error),V2O5 (Value),V2O5 (Error),Cr2O3 (Value),Cr2O3 (Error),Mn2O3 (Value),Mn2O3 (Error),Fe2O3 (Value),Fe2O3 (Error),NiO (Value),NiO (Error),CuO (Value),CuO (Error),ZnO (Value),ZnO (Error),As2O3 (Value),As2O3 (Error),SrO (Value),SrO (Error),ZrO2 (Value),ZrO2 (Error),MoO2 (Value),MoO2 (Error),BaO (Value),BaO (Error),PbO (Value),PbO (Error),UO2 (Value),UO2 (Error)
1,1,24/04/2024 14:14:05*,-2.311, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.1,1.1,24/04/2024 14:14:05*,-2.524, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.2,1.2,24/04/2024 14:14:05*,-2.542, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.3,1.3,24/04/2024 14:14:05*,-2.38, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.4,1.4,24/04/2024 14:14:05*,-2.238, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.5,1.5,24/04/2024 14:14:05*,-2.137, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.6,1.6,24/04/2024 14:14:05*,-1.375, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.7,1.7,24/04/2024 14:14:05*,0.013, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.8,1.8,24/04/2024 14:14:05*,-2.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.9,1.9,24/04/2024 14:14:05*,-3.494, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2,2,24/04/2024 14:14:05*,-3.659, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2.11,2.1,24/04/2024 14:14:05*,-3.756, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2.21,2.2,24/04/2024 14:14:05*,-3.78, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2.31,2.3,24/04/2024 14:14:05*,-3.589, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2.41,2.4,24/04/2024 14:14:05*,-3.391, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2.51,2.5,24/04/2024 14:14:05*,-3.499, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2.61,2.6,24/04/2024 14:14:05*,-3.602, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2.71,2.7,24/04/2024 14:14:05*,-3.719, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2.81,2.8,24/04/2024 14:14:05*,-3.846, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2.91,2.9,24/04/2024 14:14:05*,-3.881, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
IAEA-478,3,24/04/2024 14:14:05,-3.722,16.3,1083514,375415,819478.02,2300.93,672.76,27634.18,1081.25,133137.74,1743.25,217.23,63.82,0,0,6317.65,395.65,2668.18,44.15,1143.03,54.95,54.26,11.18,75.67,21.81,277.26,35.42,6550.7,128.81,1.55,0.23,4.58,1.63,11.26,2.84,0,0,22.88,1.37,81.2,2.98,0,0,0,0,9.8,2.53,13.85,2.01,364760.47,3815.57,1115.62,52213.75,2042.99,284826.22,3729.4,497.76,146.25,0,0,7610.27,476.6,3733.34,61.77,1907.13,91.68,96.87,19.95,110.6,31.87,398.38,50.89,9365.83,184.17,1.97,0.3,5.74,2.04,14.02,3.54,0,0,27.06,1.62,109.68,4.03,0,0,0,0,10.56,2.72,15.71,2.28
IAEA-478,3.1,24/04/2024 14:14:05,-3.644,16.3,1091351,376168,817066.5,2296.29,677.87,28061.4,1097.5,134857.66,1765.08,204.08,65.5,0,0,6407.16,401.3,2707.71,44.76,1180.8,56.7,53.19,11.43,53.84,20.06,283.63,36.35,6682.7,131.38,1.85,0.25,5.36,1.7,11.81,2.93,0,0,19.4,1.26,83.07,3.03,0,0,0,0,10.83,2.56,12.71,1.99,369599.8,3807.87,1124.1,53020.97,2073.69,288505.69,3776.09,467.61,150.09,0,0,7718.09,483.41,3788.64,62.63,1970.16,94.61,94.96,20.4,78.69,29.31,407.53,52.23,9554.55,187.85,2.36,0.32,6.71,2.13,14.7,3.65,0,0,22.94,1.49,112.21,4.1,0,0,0,0,11.67,2.76,14.42,2.25
IAEA-478,3.2,24/04/2024 14:14:05,-3.701,16.3,1085808,373077,818207.71,2535.56,653.08,27901.18,1091.2,133887.71,1752.75,183.09,66.06,0,0,6400.98,400.91,2668.17,44.41,1144.49,55.14,43.09,11.32,54.81,19.98,267.74,34.08,6555.47,128.93,1.71,0.24,6.16,1.68,11.44,2.69,0,0,21.94,1.33,84.66,3.02,0,0,0,0,10.7,2.51,13.4,1.94,367232.12,4204.65,1082.99,52718.23,2061.78,286430.65,3749.73,419.52,151.37,0,0,7710.65,482.94,3733.32,62.14,1909.57,91.99,76.93,20.22,80.11,29.21,384.71,48.96,9372.64,184.34,2.17,0.3,7.71,2.1,14.24,3.35,0,0,25.95,1.57,114.35,4.08,0,0,0,0,11.53,2.7,15.2,2.21
IAEA-478,3.3,24/04/2024 14:14:05,-3.635,16.3,1078547,370799,820800.15,2263.93,666.45,27835.41,1088.49,132046.04,1729.51,200.06,64.64,0,0,6178.61,386.97,2629.76,43.68,1144.61,55.07,31.65,11.21,56.05,20.02,265.32,33.76,6397.26,125.9,1.48,0.23,4.26,1.59,12.57,2.85,0,0,22.88,1.35,85.62,3.01,0,0,0,0,11.17,2.49,13.17,1.94,362188.06,3754.21,1105.15,52593.97,2056.66,282490.69,3700.01,458.42,148.12,0,0,7442.78,466.14,3679.58,61.11,1909.78,91.89,56.5,20.02,81.92,29.25,381.23,48.51,9146.44,180,1.89,0.29,5.34,1.99,15.65,3.54,0,0,27.06,1.6,115.65,4.07,0,0,0,0,12.03,2.68,14.95,2.2
IAEA-478,3.4,24/04/2024 14:14:05,-3.599,16.4,1079384,370368,822015.33,2023.97,708.82,27101.9,1061.29,131848,1726.75,205.65,64.34,0,0,6184.83,387.35,2637.53,43.85,1120.78,54.05,36.79,11.15,66.3,20.85,251.48,31.83,6357.55,125.14,1.54,0.23,5.09,1.58,12.09,2.79,0.04,0.3,20.9,1.29,85.48,3.01,0,0,0,0,10.08,2.41,14.69,2.03,359918,3356.29,1175.42,51208.03,2005.27,282067.03,3694.1,471.22,147.42,0,0,7450.27,466.6,3690.45,61.35,1870.02,90.19,65.67,19.91,96.9,30.48,361.34,45.73,9089.67,178.92,1.95,0.29,6.37,1.97,15.04,3.48,0.05,0.4,24.71,1.53,115.47,4.07,0,0,0,0,10.86,2.59,16.66,2.3
IAEA-478,3.5,24/04/2024 14:14:05,-3.442,16.4,1069760,369923,826166.91,1580.85,786.71,26544.87,1040.11,129096.73,1691.99,219.95,62.59,0,0,5997.65,375.66,2509.94,42.57,1092.73,52.69,42.73,10.94,72.76,21.2,265.07,33.72,6263.13,123.24,1.74,0.23,6.26,1.65,10.88,2.68,0,0,21.73,1.29,81.4,2.92,0,0,0,0,10.73,2.45,13.95,1.93,351726.86,2621.49,1304.58,50155.55,1965.25,276181.14,3619.74,503.97,143.41,0,0,7224.79,452.52,3511.93,59.57,1823.22,87.91,76.27,19.53,106.35,30.98,380.86,48.45,8954.67,176.19,2.22,0.3,7.84,2.06,13.54,3.34,0,0,25.69,1.53,109.95,3.95,0,0,0,0,11.56,2.64,15.82,2.19
IAEA-478,3.6,24/04/2024 14:14:05,-3.276,16.4,1054672,366163,830477.19,2492.81,649.53,25672.2,1007.22,125236.86,1643.41,228.55,61.2,0,0,5889.28,368.81,2452.44,41.61,1067.11,51.51,31.38,10.78,66.71,20.46,249.61,31.59,5993.53,118.07,1.7,0.22,6.97,1.63,12.25,2.74,0.02,0.29,20.83,1.26,78.41,2.84,0,0,0,0,9.33,2.33,12.81,1.89,342656.58,4133.77,1077.1,48506.67,1903.1,267923.58,3515.81,523.69,140.24,0,0,7094.25,444.27,3431.47,58.22,1780.46,85.95,56.02,19.24,97.51,29.91,358.65,45.39,8569.22,168.81,2.17,0.29,8.72,2.04,15.25,3.4,0.03,0.38,24.63,1.49,105.91,3.84,0,0,0,0,10.05,2.51,14.53,2.15
IAEA-478,3.7,24/04/2024 14:14:05,-3.035,16.5,1035117,364234,838137.22,1836.79,715.17,24707.04,970.58,120051.15,1577.79,156.43,62.31,0,0,5560.91,348.23,2314.66,39.98,1028.28,49.66,35.52,10.4,57.15,19.01,227.38,28.5,5757.01,113.41,1.42,0.22,5.24,1.59,10.16,2.56,0,0,17,1.11,72.99,2.72,0,0,0,0,9.48,2.27,14.18,1.9,327440.73,3045.9,1185.95,46683.03,1833.88,256829.61,3375.43,358.43,142.78,0,0,6698.7,419.48,3238.69,55.95,1715.68,82.85,63.41,18.57,83.52,27.78,326.71,40.95,8231.05,162.14,1.81,0.28,6.56,1.99,12.65,3.19,0,0,20.1,1.31,98.59,3.67,0,0,0,0,10.21,2.44,16.09,2.16
IAEA-478,3.8,24/04/2024 14:14:05,-2.872,16.6,1000501,355118,848101.55,2116.76,656.6,23424.24,921.52,112275.77,1479.58,164.39,59.42,0,0,5083.03,318.3,2156.27,37.88,969.14,46.83,33.05,9.96,58.12,18.46,212.24,26.43,5283.01,104.23,1.48,0.21,5.43,1.49,13.87,2.64,0,0,14.29,0.98,67.6,2.58,0,0,0,0,9.48,2.16,10.27,1.7,307256.94,3510.18,1088.83,44259.22,1741.17,240195.47,3165.32,376.69,136.15,0,0,6123.05,383.43,3017.07,53,1617,78.13,59.01,17.78,84.94,26.98,304.96,37.97,7553.35,149.03,1.88,0.27,6.8,1.87,17.27,3.28,0,0,16.9,1.16,91.31,3.48,0,0,0,0,10.21,2.32,11.65,1.93
IAEA-478,3.9,24/04/2024 14:14:05,-2.765,16.8,953882,333886,863370.72,1652.53,692.31,21044.42,831.34,101639.16,1345.11,153.87,55.76,0,0,4474.42,280.21,1893.27,34.72,859.55,41.77,23.93,9.35,40.25,16.27,178.44,21.94,4568.81,90.53,1.21,0.19,3.9,1.35,10.55,2.39,0.21,0.24,13.06,0.88,56.1,2.28,0,0,0,0,6.11,1.79,9.48,1.49,276787.48,2740.36,1148.04,39762.65,1570.78,217440.2,2877.63,352.58,127.76,0,0,5389.9,337.54,2649.08,48.58,1434.15,69.69,42.72,16.69,58.83,23.77,256.38,31.52,6532.23,129.44,1.54,0.24,4.88,1.7,13.14,2.98,0.28,0.31,15.45,1.04,75.78,3.08,0,0,0,0,6.58,1.92,10.75,1.69
4.01,4,24/04/2024 14:14:05*,-2.835, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4.11,4.1,24/04/2024 14:14:05*,-3.004, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4.21,4.2,24/04/2024 14:14:05*,-1.705, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4.31,4.3,24/04/2024 14:14:05*,1.011, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4.41,4.4,24/04/2024 14:14:05*,-1.645, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4.51,4.5,24/04/2024 14:14:05*,-1.754, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4.61,4.6,24/04/2024 14:14:05*,-2.665, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4.71,4.7,24/04/2024 14:14:05*,-4.612, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4.81,4.8,24/04/2024 14:14:05*,-5.329, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4.91,4.9,24/04/2024 14:14:05*,-5.316, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5.01,5,24/04/2024 14:14:05*,-5.289, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5.11,5.1,24/04/2024 14:14:05*,-5.276, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5.21,5.2,24/04/2024 14:14:05*,-5.158, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5.31,5.3,24/04/2024 14:14:05*,-4.584, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5.41,5.4,24/04/2024 14:14:05*,-2.633, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5.51,5.5,24/04/2024 14:14:05*,-1.844, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5.61,5.6,24/04/2024 14:14:05*,-2.087, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5.71,5.7,24/04/2024 14:14:05*,-2.047, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5.81,5.8,24/04/2024 14:14:05*,-2.693, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5.91,5.9,24/04/2024 14:14:05*,-3.062, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6.01,6,24/04/2024 14:14:05*,-3.047, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
IAEA-465,6.1,24/04/2024 14:14:05*,-2.965, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
IAEA-465,6.2,24/04/2024 14:14:05*,-2.896, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
IAEA-465,6.3,24/04/2024 14:14:05*,-2.879, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
IAEA-465,6.4,24/04/2024 14:14:05*,-2.8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
IAEA-465,6.5,24/04/2024 14:14:05*,-2.777, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
IAEA-465,6.6,24/04/2024 14:14:05*,-2.705, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
IAEA-465,6.7,24/04/2024 14:14:05*,-2.652, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
IAEA-465,6.8,24/04/2024 14:14:05*,-2.657, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
IAEA-465,6.9,24/04/2024 14:14:05*,-2.64, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
IAEA-465,7,24/04/2024 14:14:05*,-2.635, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
