Exported at 13/05/2024 14:43:05, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Core ID:,Stare standardy suche 10x15 2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Comments:,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
XRF Measurement Mode:,He - 15x10mm, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Depth,Depth In Core,Time Stamp,Laser Profiler,XRF Total Live Time,XRF Total Counts,,XRF Elements(ppm), , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,XRF Oxides(ppm), , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
cm,cm,,mm,Seconds,Beam 1,Beam 2,LE (Value),Mg (Value),Mg (Error),Al (Value),Al (Error),Si (Value),Si (Error),P (Value),P (Error),S (Value),S (Error),K (Value),K (Error),Ca (Value),Ca (Error),Ti (Value),Ti (Error),V (Value),V (Error),Cr (Value),Cr (Error),Mn (Value),Mn (Error),Fe (Value),Fe (Error),Ni (Value),Ni (Error),Cu (Value),Cu (Error),Zn (Value),Zn (Error),As (Value),As (Error),Sr (Value),Sr (Error),Zr (Value),Zr (Error),Mo (Value),Mo (Error),Ba (Value),Ba (Error),Pb (Value),Pb (Error),U (Value),U (Error),LE (Value),MgO (Value),MgO (Error),Al2O3 (Value),Al2O3 (Error),SiO2 (Value),SiO2 (Error),P2O5 (Value),P2O5 (Error),SO3 (Value),SO3 (Error),K2O (Value),K2O (Error),CaO (Value),CaO (Error),TiO2 (Value),TiO2 (Error),V2O5 (Value),V2O5 (Error),Cr2O3 (Value),Cr2O3 (Error),Mn2O3 (Value),Mn2O3 (Error),Fe2O3 (Value),Fe2O3 (Error),NiO (Value),NiO (Error),CuO (Value),CuO (Error),ZnO (Value),ZnO (Error),As2O3 (Value),As2O3 (Error),SrO (Value),SrO (Error),ZrO2 (Value),ZrO2 (Error),MoO2 (Value),MoO2 (Error),BaO (Value),BaO (Error),PbO (Value),PbO (Error),UO2 (Value),UO2 (Error)
1,1,13/05/2024 13:21:27*,-2.167, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.1,1.1,13/05/2024 13:21:27*,-2.555, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.2,1.2,13/05/2024 13:21:27*,-2.535, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.3,1.3,13/05/2024 13:21:27*,-2.492, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.4,1.4,13/05/2024 13:21:27*,-2.691, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.5,1.5,13/05/2024 13:21:27*,-2.599, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.6,1.6,13/05/2024 13:21:27*,-2.114, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.7,1.7,13/05/2024 13:21:27*,-1.829, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.8,1.8,13/05/2024 13:21:27*,-2.139, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.9,1.9,13/05/2024 13:21:27*,-2.554, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2,2,13/05/2024 13:21:27*,-2.863, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2.11,2.1,13/05/2024 13:21:27*,-2.857, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2.21,2.2,13/05/2024 13:21:27*,-2.728, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2.31,2.3,13/05/2024 13:21:27*,-2.648, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2.41,2.4,13/05/2024 13:21:27*,-2.626, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2.51,2.5,13/05/2024 13:21:27*,-2.582, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2.61,2.6,13/05/2024 13:21:27*,-2.564, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2.71,2.7,13/05/2024 13:21:27*,-2.619, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2.81,2.8,13/05/2024 13:21:27*,-2.712, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2.91,2.9,13/05/2024 13:21:27*,-2.909, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
NCS DC60113 Gypsum,3,13/05/2024 13:21:27,-3.109,14.1,1791313,319994,805974.9,11840.81,1341.91,6602.24,364.88,18018.16,332.5,0,0,66108.27,932.59,1497.65,106.65,88106.21,407.94,52.92,28.52,0.75,19.39,24.9,33.42,49.06,24.92,1464.2,45.8,1.7,0.28,5.32,2.07,2.9,2.61,0.19,0.34,233.34,6.85,2.56,2.62,0.35,2.7,0,0,6.17,2.59,7.4,2.3,363403.26,19635.33,2225.26,12474.69,689.42,38546.88,711.33,0,0,165065.99,2328.58,1804.07,128.47,123278.74,570.79,88.3,47.58,1.34,34.61,36.4,48.85,70.5,35.81,2093.43,65.48,2.16,0.35,6.66,2.59,3.61,3.25,0.24,0.44,275.95,8.11,3.46,3.54,0.46,3.6,0,0,6.65,2.79,8.39,2.61
NCS DC60113 Gypsum,3.1,13/05/2024 13:21:27,-3.18,14.1,1793631,320646,804193.06,11577.1,1320.42,6818.3,371.84,18419.45,338.06,0,0,66421.46,937.02,1512.99,107.59,89095.09,412.16,74.46,29.09,0,0,30.09,33.6,49.77,25,1523.87,47.29,1.75,0.28,7.85,2.22,4.26,2.68,0.57,0.36,234.49,6.9,3.26,2.65,0,0,22.85,88.23,2.48,2.5,6.86,2.3,366573.51,19198.02,2189.61,12882.92,702.58,39405.37,723.23,0,0,165847.99,2339.64,1822.55,129.61,124662.4,576.7,124.24,48.53,0,0,43.98,49.1,71.51,35.91,2178.74,67.62,2.23,0.36,9.83,2.78,5.3,3.34,0.75,0.47,277.31,8.16,4.41,3.58,0,0,25.52,98.51,2.68,2.69,7.78,2.61
NCS DC60113 Gypsum,3.2,13/05/2024 13:21:27,-3.257,14,1798237,323165,800347.74,13096.6,1397.66,6733.21,371.45,18844.2,344.65,0,0,67382.03,950.38,1545.4,109.59,90111.79,417.08,70.06,30.15,0,0,22.91,33.85,47.92,25.33,1528.4,47.58,1.79,0.29,6.21,2.12,5.02,2.84,0,0,238.14,7,2.8,2.66,0.58,2.77,0,0,7.84,2.91,7.38,2.35,373670.72,21717.77,2317.71,12722.15,701.84,40314.06,737.33,0,0,168246.46,2373.01,1861.59,132.01,126084.97,583.59,116.89,50.31,0,0,33.48,49.48,68.86,36.39,2185.22,68.03,2.27,0.36,7.77,2.65,6.25,3.54,0,0,281.62,8.28,3.78,3.6,0.77,3.7,0,0,8.44,3.13,8.37,2.67
NCS DC60113 Gypsum,3.3,13/05/2024 13:21:27,-3.193,14,1796467,322397,800904.57,13027.62,1387.49,6836.28,375.18,18828.53,344.54,0,0,67078.08,946.26,1505.68,107.38,89857.7,416.05,63.42,29.2,0,0,30.85,33.98,47.78,25.12,1536.26,47.74,2.04,0.29,8.89,2.27,2,2.68,0.52,0.36,237.39,6.98,1.66,2.66,0,0,17.73,89.15,6.62,2.55,6.36,2.39,372581.58,21603.39,2300.84,12916.9,708.89,40280.54,737.08,0,0,167487.51,2362.71,1813.75,129.36,125729.45,582.14,105.82,48.72,0,0,45.09,49.66,68.66,36.1,2196.46,68.26,2.6,0.37,11.13,2.85,2.49,3.34,0.69,0.47,280.74,8.25,2.24,3.59,0,0,19.8,99.54,7.13,2.75,7.21,2.71
NCS DC60113 Gypsum,3.4,13/05/2024 13:21:27,-3.198,14,1804514,323229,797805.2,12755.1,1388.56,7061.93,385.52,19006.99,347.96,0,0,68236.28,962.38,1563.52,111.14,91628.39,423.87,72.95,30.38,0,0,13.83,34.57,51.49,26.23,1515.2,47.93,1.91,0.29,9.25,2.34,5.55,2.8,0.04,0.38,240.96,7.07,0.03,2.74,0.32,2.83,18.33,92.45,6.04,2.92,6.69,2.3,378350.12,21151.47,2302.61,13343.26,728.42,40662.32,744.4,0,0,170379.43,2402.97,1883.42,133.88,128207,593.08,121.72,50.69,0,0,20.21,50.53,73.98,37.68,2166.35,68.52,2.44,0.37,11.58,2.93,6.91,3.48,0.05,0.5,284.96,8.36,0.04,3.7,0.43,3.77,20.46,103.22,6.5,3.15,7.59,2.61
NCS DC60113 Gypsum,3.5,13/05/2024 13:21:27,-3.201,14,1805356,322712,795082.45,13442.89,1407.24,6958.58,380.65,19300.72,351.88,0,0,69095.53,974.29,1590.28,112.8,92642.48,428,73.63,31.05,0,0,18.74,35.17,50.04,26.38,1481.27,47.23,2.15,0.3,10.43,2.29,5.69,2.65,0.2,0.37,230.13,6.87,4.24,2.67,0.28,2.84,0,0,4.8,2.79,5.49,2.33,383449.9,22292.02,2333.59,13147.98,719.22,41290.69,752.79,0,0,172524.89,2432.71,1915.66,135.88,129625.92,598.86,122.84,51.8,0,0,27.38,51.4,71.89,37.91,2117.83,67.53,2.74,0.38,13.06,2.87,7.09,3.3,0.26,0.49,272.15,8.13,5.72,3.6,0.38,3.79,0,0,5.17,3,6.22,2.65
NCS DC60113 Gypsum,3.6,13/05/2024 13:21:27,-3.151,14.1,1796867,321227,800852.71,12595.08,1381.33,6467.56,361.36,19252.12,349.88,0,0,67467.45,951.51,1539.7,108.92,89975.96,416.3,47.66,29.08,0,0,21.81,33.87,50.28,25.5,1445.37,45.81,1.69,0.27,8.88,2.27,1.79,2.7,0.08,0.37,237.61,6.99,0.89,2.66,1.35,2.79,18.52,89.65,6.82,2.83,6.68,2.33,373087.79,20886.12,2290.63,12220.21,682.78,41186.74,748.51,0,0,168459.74,2375.82,1854.73,131.21,125894.91,582.49,79.52,48.52,0,0,31.87,49.51,72.24,36.64,2066.51,65.5,2.15,0.35,11.11,2.85,2.22,3.36,0.11,0.49,281,8.26,1.21,3.59,1.8,3.72,20.67,100.09,7.34,3.04,7.58,2.64
NCS DC60113 Gypsum,3.7,13/05/2024 13:21:27,-3.018,14.1,1785138,317272,804315.94,12971.42,1363.29,6832.1,371.09,19267.32,348.69,0,0,65894.94,929.73,1533.96,108.17,87278.64,404.92,66.88,28.57,1.58,19.21,23.89,32.93,49.61,24.64,1514.36,46.64,1.8,0.27,7.73,2.16,3.94,2.63,0.23,0.34,220.08,6.58,1.62,2.6,1.61,2.7,0,0,6.78,2.59,5.55,2.25,366821.54,21510.2,2260.7,12908.99,701.15,41219.25,745.97,0,0,164533.33,2321.44,1847.82,130.31,122120.81,566.57,111.58,47.68,2.83,34.29,34.92,48.13,71.28,35.4,2165.15,66.68,2.29,0.35,9.68,2.7,4.9,3.27,0.3,0.45,260.27,7.78,2.19,3.51,2.15,3.61,0,0,7.3,2.79,6.29,2.55
NCS DC60113 Gypsum,3.8,13/05/2024 13:21:27,-2.894,14.2,1766377,315176,812475.11,12859.82,1329.91,6661.38,360.2,18705.92,338.45,0,0,63755.25,899.81,1436.18,101.69,82402.62,384.43,40.85,27.08,1.09,18.34,31.91,31.38,38.84,22.89,1331.48,41.76,1.96,0.29,7.44,2.13,4.58,2.7,0.1,0.34,209.99,6.29,0.38,2.5,0.64,2.63,20.78,82.71,7.32,2.66,6.38,2.24,352530.66,21325.13,2205.36,12586.43,680.58,40018.23,724.07,0,0,159190.73,2246.73,1730.02,122.5,115298.24,537.9,68.16,45.18,1.95,32.75,46.64,45.87,55.81,32.88,1903.68,59.71,2.5,0.36,9.31,2.66,5.7,3.36,0.14,0.45,248.34,7.44,0.51,3.37,0.85,3.5,23.2,92.34,7.88,2.86,7.24,2.55
NCS DC60113 Gypsum,3.9,13/05/2024 13:21:27,-2.849,14.4,1742696,308240,822128.02,12138.5,1312.61,6381.27,348.47,18140.06,328.52,0,0,60934.4,860.49,1361.1,96.31,77401.05,362.92,89.83,26.22,0,0,22.64,29.67,43.97,22.18,1149.15,36.87,1.49,0.25,7.1,1.94,3.41,2.41,0.18,0.31,185.54,5.69,0.27,2.32,0.84,2.49,0,0,5.63,2.38,5.54,1.98,335218.43,20128.98,2176.66,12057.18,658.43,38807.66,702.81,0,0,152147.33,2148.56,1639.58,116.02,108300.02,507.79,149.88,43.74,0,0,33.09,43.37,63.17,31.86,1642.99,52.72,1.9,0.32,8.89,2.43,4.25,3,0.24,0.41,219.42,6.73,0.37,3.14,1.12,3.33,0,0,6.06,2.57,6.29,2.25
4.01,4,13/05/2024 13:21:27*,-2.892, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4.11,4.1,13/05/2024 13:21:27*,-2.856, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4.21,4.2,13/05/2024 13:21:27*,-2.76, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4.31,4.3,13/05/2024 13:21:27*,-0.92, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4.41,4.4,13/05/2024 13:21:27*,0.752, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4.51,4.5,13/05/2024 13:21:27*,-1.558, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4.61,4.6,13/05/2024 13:21:27*,-1.258, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4.71,4.7,13/05/2024 13:21:27*,-1.499, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4.81,4.8,13/05/2024 13:21:27*,-0.943, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4.91,4.9,13/05/2024 13:21:27*,-1.079, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5.01,5,13/05/2024 13:21:27*,-1.521, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5.11,5.1,13/05/2024 13:21:27*,-1.488, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5.21,5.2,13/05/2024 13:21:27*,-1.424, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5.31,5.3,13/05/2024 13:21:27*,-1.184, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5.41,5.4,13/05/2024 13:21:27*,-1.089, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5.51,5.5,13/05/2024 13:21:27*,-1.26, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5.61,5.6,13/05/2024 13:21:27*,-1.296, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5.71,5.7,13/05/2024 13:21:27*,-1.313, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5.81,5.8,13/05/2024 13:21:27*,-1.537, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5.91,5.9,13/05/2024 13:21:27*,-1.716, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6.01,6,13/05/2024 13:21:27*,-1.806, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
NCS DC60117 Siliceous Sand and Ore,6.1,13/05/2024 13:21:27,-1.851,17,952250,274662,857511.19,475.2,871.24,8493.8,362.74,130548.27,1700.43,0,0,0,0,1946.79,123.74,527.05,22.9,96.65,9.48,1.59,9.13,6.97,15.41,51.47,13.12,307.7,10.44,0.97,0.15,5.23,1.28,6.85,1.81,0.19,0.19,3.94,0.49,8.08,1.24,0.09,1.49,0.89,42.29,4.08,1.42,3.01,1.02,299934.98,788.02,1444.75,16048.72,685.38,279286.46,3637.8,0,0,0,0,2345.11,149.06,737.45,32.05,161.26,15.82,2.84,16.3,10.18,22.53,73.95,18.85,439.94,14.92,1.24,0.2,6.55,1.6,8.52,2.26,0.25,0.25,4.66,0.58,10.91,1.67,0.12,1.98,0.99,47.22,4.39,1.53,3.42,1.15
NCS DC60117 Siliceous Sand and Ore,6.2,13/05/2024 13:21:27,-1.877,16.8,1016629,300346,834975.49,0,0,8529.57,365.76,153223.9,1984.21,0,0,0,0,2144.13,136.37,555.18,24.43,81.8,8.61,0,0,17.42,17.24,55.77,14.33,334.51,11.5,1.21,0.17,6.07,1.38,7.16,2.01,0.1,0.2,4.74,0.56,10.25,1.42,1.44,1.7,43.3,45.52,4.02,1.53,3.93,1.17,348090.21,0,0,16116.3,691.09,327797.24,4244.9,0,0,0,0,2582.83,164.27,776.81,34.18,136.48,14.37,0,0,25.47,25.19,80.13,20.59,478.27,16.44,1.54,0.22,7.6,1.73,8.92,2.51,0.13,0.26,5.6,0.66,13.85,1.92,1.92,2.26,48.35,50.83,4.33,1.65,4.46,1.33
NCS DC60117 Siliceous Sand and Ore,6.3,13/05/2024 13:21:27,-1.856,16.5,1072337,324810,814510.13,0,0,9023.98,384.97,172901.63,2230.68,0,0,0,0,2385.26,151.35,602.31,25.83,105.99,10.41,0,0,9.19,18.11,70.56,16.14,323.29,11.49,1.39,0.2,6.72,1.58,4.83,1.99,0,0,5.43,0.63,10.9,1.56,0,0,30.06,48.65,4.3,1.79,4.02,1.31,391495,0,0,17050.48,727.39,369894.49,4772.17,0,0,0,0,2873.29,182.32,842.76,36.14,176.84,17.36,0,0,13.44,26.46,101.39,23.19,462.22,16.43,1.77,0.25,8.42,1.98,6.01,2.48,0,0,6.42,0.74,14.72,2.11,0,0,33.56,54.32,4.64,1.92,4.57,1.49
