Exported at 23/05/2024 13:36:54, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Core ID:,Stare standardy mokre 10x15 1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Comments:,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
XRF Measurement Mode:,He - 15x10mm, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Depth,Depth In Core,Time Stamp,Laser Profiler,XRF Total Live Time,XRF Total Counts,,XRF Elements(ppm), , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,XRF Oxides(ppm), , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
cm,cm,,mm,Seconds,Beam 1,Beam 2,LE (Value),Mg (Value),Mg (Error),Al (Value),Al (Error),Si (Value),Si (Error),P (Value),P (Error),S (Value),S (Error),K (Value),K (Error),Ca (Value),Ca (Error),Ti (Value),Ti (Error),V (Value),V (Error),Cr (Value),Cr (Error),Mn (Value),Mn (Error),Fe (Value),Fe (Error),Ni (Value),Ni (Error),Cu (Value),Cu (Error),Zn (Value),Zn (Error),As (Value),As (Error),Sr (Value),Sr (Error),Zr (Value),Zr (Error),Mo (Value),Mo (Error),Ba (Value),Ba (Error),Pb (Value),Pb (Error),U (Value),U (Error),LE (Value),MgO (Value),MgO (Error),Al2O3 (Value),Al2O3 (Error),SiO2 (Value),SiO2 (Error),P2O5 (Value),P2O5 (Error),SO3 (Value),SO3 (Error),K2O (Value),K2O (Error),CaO (Value),CaO (Error),TiO2 (Value),TiO2 (Error),V2O5 (Value),V2O5 (Error),Cr2O3 (Value),Cr2O3 (Error),Mn2O3 (Value),Mn2O3 (Error),Fe2O3 (Value),Fe2O3 (Error),NiO (Value),NiO (Error),CuO (Value),CuO (Error),ZnO (Value),ZnO (Error),As2O3 (Value),As2O3 (Error),SrO (Value),SrO (Error),ZrO2 (Value),ZrO2 (Error),MoO2 (Value),MoO2 (Error),BaO (Value),BaO (Error),PbO (Value),PbO (Error),UO2 (Value),UO2 (Error)
1.1,1.1,23/05/2024 10:21:52*,-3.302, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.2,1.2,23/05/2024 10:21:52*,-2.977, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.3,1.3,23/05/2024 10:21:52*,-2.587, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.4,1.4,23/05/2024 10:21:52*,-2.554, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.5,1.5,23/05/2024 10:21:52*,-2.749, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.6,1.6,23/05/2024 10:21:52*,-2.658, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.7,1.7,23/05/2024 10:21:52*,-2.169, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.8,1.8,23/05/2024 10:21:52*,-0.539, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.9,1.9,23/05/2024 10:21:52*,1.462, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2,2,23/05/2024 10:21:52*,-1.524, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2.11,2.1,23/05/2024 10:21:52*,-3.296, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2.21,2.2,23/05/2024 10:21:52*,-3.533, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2.31,2.3,23/05/2024 10:21:52*,-3.257, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2.41,2.4,23/05/2024 10:21:52*,-2.283, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2.51,2.5,23/05/2024 10:21:52*,-2.072, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2.61,2.6,23/05/2024 10:21:52*,-2.211, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2.71,2.7,23/05/2024 10:21:52*,-2.089, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2.81,2.8,23/05/2024 10:21:52*,-2.115, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2.91,2.9,23/05/2024 10:21:52*,-2.258, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
NCS DC60113 Gypsum,3,23/05/2024 10:21:52,-2.329,14.7,1626981,338309,863981.81,9045.48,1102.94,5706.25,306.09,13976.02,262.29,0,0,44487.71,632.83,1068.49,75.76,60566.33,286.77,84.81,20.95,0,0,6.21,22.77,31.89,17.24,865.23,27.38,1.51,0.23,7.5,1.85,3.52,2.21,0.07,0.29,156.95,4.82,0.94,2.03,0.77,2.23,0,0,3.61,2.2,4.89,1.81,254441.05,14999.9,1828.99,10781.74,578.35,29899.39,561.12,0,0,111081.53,1580.12,1287.11,91.27,84744.78,401.25,141.5,34.96,0,0,9.07,33.28,45.83,24.77,1237.06,39.15,1.92,0.29,9.38,2.32,4.38,2.76,0.1,0.38,185.61,5.7,1.27,2.75,1.03,2.97,0,0,3.89,2.37,5.55,2.06
NCS DC60113 Gypsum,3.1,23/05/2024 10:21:52,-2.27,14.7,1629645,338464,861640.45,9657.2,1132.79,5627.74,304.28,14324.07,267.47,0,0,45245.98,643.4,1167.58,81.54,61116.45,289.38,99.91,21.14,0,0,13.33,23,30.77,17.17,896.12,28.09,1.57,0.23,7.37,1.85,4.15,2.27,0,0,159.56,4.89,0.05,2.05,0.1,2.21,0,0,3.31,2.29,4.29,1.84,258912.86,16014.3,1878.48,10633.4,574.93,30643.98,572.22,0,0,112974.87,1606.5,1406.47,98.23,85514.51,404.9,166.7,35.27,0,0,19.49,33.62,44.22,24.67,1281.22,40.17,2,0.3,9.22,2.32,5.16,2.83,0,0,188.7,5.79,0.07,2.78,0.14,2.95,0,0,3.56,2.46,4.87,2.08
NCS DC60113 Gypsum,3.2,23/05/2024 10:21:52,-2.312,14.7,1632620,341580,860453.48,10264.58,1151.76,5909.63,314.78,14247.03,266.7,0,0,45567.96,647.9,1115.09,79.07,61187.03,290.11,94.42,21.6,0,0,19.8,23.45,31.59,17.2,928.74,28.85,1.53,0.24,9.46,2.11,1.22,2.26,0,0,158.88,4.89,0.49,2.04,1.43,2.26,0,0,2.48,2.36,5.16,1.92,261176.03,17021.51,1909.93,11166.03,594.77,30479.16,570.55,0,0,113778.81,1617.74,1343.24,95.24,85613.26,405.93,157.54,36.05,0,0,28.94,34.28,45.39,24.72,1327.87,41.24,1.95,0.3,11.84,2.65,1.52,2.81,0,0,187.89,5.79,0.67,2.75,1.9,3.02,0,0,2.67,2.55,5.85,2.17
NCS DC60113 Gypsum,3.3,23/05/2024 10:21:52,-2.375,14.7,1635970,344268,859736.55,9740.53,1137.45,6015.7,318.84,14389.35,268.84,0,0,45736.85,650.26,1164.01,81.78,62051.82,293.44,15.12,2.75,0,0,19.16,23.57,30.17,17.47,923.26,28.93,1.73,0.24,8.96,2.07,3.72,2.58,0.31,0.33,152.25,4.77,1.55,2.08,0.2,2.28,0,0,4.54,2.41,4.22,1.93,262355.7,16152.48,1886.21,11366.45,602.43,30783.65,575.13,0,0,114200.52,1623.63,1402.17,98.52,86823.28,410.59,25.23,4.59,0,0,28.01,34.44,43.36,25.1,1320.02,41.37,2.2,0.31,11.21,2.59,4.63,3.22,0.41,0.44,180.05,5.64,2.1,2.81,0.27,3.04,0,0,4.89,2.6,4.79,2.18
NCS DC60113 Gypsum,3.4,23/05/2024 10:21:52,-2.539,14.7,1638741,342056,859043.97,10186.56,1172.13,5786.81,312.97,14668.22,273.11,0,0,46049.97,654.58,1169.24,82.19,61901.41,293.18,15.47,2.85,0,0,19.39,23.62,29.75,17.45,941.29,29.37,1.82,0.25,8.4,2.02,3.8,2.41,0.38,0.31,161.45,4.95,3.3,2.07,0.92,2.3,0,0,3.01,2.2,4.86,1.87,263876.09,16892.12,1943.72,10933.97,591.34,31380.24,584.28,0,0,114982.36,1634.43,1408.48,99.01,86612.83,410.22,25.8,4.75,0,0,28.34,34.52,42.74,25.07,1345.8,42,2.32,0.32,10.51,2.53,4.72,3,0.51,0.41,190.93,5.85,4.46,2.79,1.22,3.07,0,0,3.24,2.37,5.51,2.12
NCS DC60113 Gypsum,3.5,23/05/2024 10:21:52,-2.719,14.6,1643220,346897,856599.8,10100.01,1156.66,6238.95,328.92,14934.42,276.9,0,0,46598.76,662.32,1160.69,82.02,63024.12,297.81,105.81,22.2,0,0,15.59,23.77,33.68,17.76,1006.76,30.92,1.96,0.27,7.51,2.03,3.95,2.69,0.1,0.35,158.1,4.92,0,0,0.25,2.29,0,0,5.18,2.64,4.36,1.96,268323.02,16748.6,1918.06,11788.26,621.48,31949.73,592.37,0,0,116352.62,1653.76,1398.17,98.8,88183.74,416.7,176.55,37.04,0,0,22.78,34.75,48.39,25.51,1439.4,44.21,2.49,0.34,9.4,2.54,4.92,3.35,0.14,0.46,186.97,5.81,0,0,0.34,3.05,0,0,5.58,2.84,4.94,2.22
NCS DC60113 Gypsum,3.6,23/05/2024 10:21:52,-2.772,14.6,1644412,346336,855240.58,11517.48,1179.86,5996.63,318.64,15045.37,278.43,0,0,46610.16,662.48,1170.52,82.52,63144.78,298.44,89.26,22.4,0,0,12.1,24.22,32.5,18.12,952.51,29.91,1.21,0.22,8.95,2.08,5.12,2.64,0.5,0.3,162.27,5,0.56,2.12,1.09,2.33,0,0,4.29,2.12,4.13,1.91,270558.66,19099.16,1956.54,11330.41,602.05,32187.09,595.65,0,0,116381.09,1654.15,1410.01,99.4,88352.57,417.59,148.94,37.37,0,0,17.69,35.4,46.69,26.03,1361.85,42.76,1.54,0.28,11.2,2.6,6.37,3.29,0.65,0.4,191.9,5.91,0.75,2.86,1.45,3.1,0,0,4.62,2.28,4.68,2.16
NCS DC60113 Gypsum,3.7,23/05/2024 10:21:52,-2.766,14.7,1632899,344653,859506.81,10635.83,1160.33,5460.62,298.83,14654,272.38,0,0,46128.77,655.65,1137.57,80.29,61251.2,290.65,86.86,21.51,0,0,23.37,24.03,30.45,17.6,903.47,28.54,1.74,0.25,7.2,1.93,6.09,2.52,0,0,155.35,4.82,1.52,2.06,1.88,2.28,0,0,2.74,2.41,4.54,1.89,263286.8,17637.14,1924.15,10317.63,564.63,31349.82,582.72,0,0,115179.09,1637.11,1370.32,96.72,85703.06,406.68,144.93,35.9,0,0,34.15,35.12,43.76,25.29,1291.73,40.81,2.21,0.32,9.02,2.41,7.58,3.14,0,0,183.72,5.7,2.05,2.78,2.5,3.04,0,0,2.95,2.59,5.15,2.15
NCS DC60113 Gypsum,3.8,23/05/2024 10:21:52,-2.672,14.8,1622528,338467,862236.94,10077.27,1147.16,5521,300.54,14650.27,271.6,0,0,45228.36,643.1,1121.14,79.12,59981.38,285.17,81.68,21.4,0,0,21.32,23.46,28.33,17.1,881.84,27.8,1.75,0.25,6.32,1.84,4.27,2.34,0.43,0.28,151.66,4.71,0,0,0,0,0,0,3.2,1.94,2.84,1.7,258363.15,16710.88,1902.31,10431.72,567.87,31341.83,581.05,0,0,112930.86,1605.77,1350.53,95.31,83926.32,399.02,136.29,35.71,0,0,31.17,34.29,40.7,24.56,1260.81,39.75,2.22,0.31,7.91,2.3,5.32,2.92,0.56,0.36,179.36,5.57,0,0,0,0,0,0,3.45,2.09,3.22,1.93
NCS DC60113 Gypsum,3.9,23/05/2024 10:21:52,-2.663,14.8,1598416,335127,868135.55,9893.49,1122.03,5635.2,302.06,14064.91,262.1,0,0,43500.18,619.01,1060.2,74.88,56631.7,271.28,91.42,20.63,0,0,12.72,22.24,27.99,16.58,782.68,25.15,1.53,0.22,9.29,1.9,7.35,2.39,0,0,134.84,4.3,2.28,1.92,0.61,2.14,0,0,4.04,2.09,4.02,1.72,247800.85,16406.13,1860.64,10647.51,570.74,30089.54,560.73,0,0,108615.77,1545.6,1277.13,90.2,79239.42,379.58,152.53,34.42,0,0,18.6,32.51,40.21,23.82,1119.03,35.96,1.94,0.29,11.62,2.38,9.15,2.98,0,0,159.46,5.08,3.08,2.59,0.82,2.85,0,0,4.36,2.26,4.56,1.95
4.01,4,23/05/2024 10:21:52*,-2.592, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4.11,4.1,23/05/2024 10:21:52*,-2.484, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4.21,4.2,23/05/2024 10:21:52*,-2.443, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4.31,4.3,23/05/2024 10:21:52*,-2.669, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4.41,4.4,23/05/2024 10:21:52*,-0.07, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4.51,4.5,23/05/2024 10:21:52*,0.763, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4.61,4.6,23/05/2024 10:21:52*,-1.503, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4.71,4.7,23/05/2024 10:21:52*,-1.268, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4.81,4.8,23/05/2024 10:21:52*,-1.56, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4.91,4.9,23/05/2024 10:21:52*,-0.93, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5.01,5,23/05/2024 10:21:52*,-1.091, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5.11,5.1,23/05/2024 10:21:52*,-1.459, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5.21,5.2,23/05/2024 10:21:52*,-1.53, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5.31,5.3,23/05/2024 10:21:52*,-1.448, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5.41,5.4,23/05/2024 10:21:52*,-1.245, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5.51,5.5,23/05/2024 10:21:52*,-1.273, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5.61,5.6,23/05/2024 10:21:52*,-1.593, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5.71,5.7,23/05/2024 10:21:52*,-1.397, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5.81,5.8,23/05/2024 10:21:52*,-1.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5.91,5.9,23/05/2024 10:21:52*,-1.503, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6.01,6,23/05/2024 10:21:52*,-1.593, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
NCS DC60117 Siliceous Sand and Ore,6.1,23/05/2024 10:21:52,-1.578,17.6,702155,257579,937493.93,154.44,814.38,4972.97,227.01,55650.47,761.17,0,0,34.42,11.4,1085.94,69.99,342.21,16.73,30.99,4.02,0,0,7.96,11.18,33.99,9.14,171.24,5.99,0.69,0.11,4.46,0.97,6.76,1.46,0.05,0.13,1.85,0.32,4.1,0.84,0,0,0,0,2.37,1.04,1.15,0.67,130963.79,256.11,1350.46,9396.24,428.92,119054.99,1628.4,0,0,85.95,28.46,1308.12,84.31,478.83,23.4,51.71,6.71,0,0,11.64,16.33,48.84,13.14,244.83,8.56,0.87,0.14,5.58,1.22,8.42,1.82,0.07,0.18,2.19,0.38,5.54,1.14,0,0,0,0,2.55,1.12,1.3,0.76
NCS DC60117 Siliceous Sand and Ore,6.2,23/05/2024 10:21:52,-1.427,17.5,727421,289315,932116.33,0,0,4866.16,223.17,61294.62,831.94,0,0,0,0,1104.93,71.3,339.75,17.03,37.57,4.65,0,0,7.93,11.62,35.24,9.54,172.28,6.1,0.97,0.13,5.38,1.06,6.46,1.52,0.09,0.16,2.42,0.36,5.3,0.92,0.01,1.12,0,0,2.3,1.17,2.25,0.81,142532.97,0,0,9194.43,421.68,131129.72,1779.79,0,0,0,0,1331.01,85.89,475.38,23.83,62.69,7.75,0,0,11.59,16.98,50.64,13.71,246.32,8.73,1.23,0.16,6.74,1.33,8.04,1.89,0.12,0.21,2.86,0.42,7.16,1.25,0.01,1.5,0,0,2.47,1.26,2.55,0.92
NCS DC60117 Siliceous Sand and Ore,6.3,23/05/2024 10:21:52,-1.334,17.3,760192,319685,922613.76,0,0,4771.19,219.78,70716.03,950.1,0,0,0,0,1243.87,79.73,348.2,17.38,39.4,4.86,0,0,13.41,12.41,38.45,10.13,189.32,6.71,0.82,0.13,5.39,1.17,6.29,1.72,0,0,2.81,0.39,5.53,1.01,0.44,1.24,0,0,2.4,1.32,2.69,0.91,162729.72,0,0,9014.98,415.27,151285.27,2032.57,0,0,0,0,1498.37,96.04,487.2,24.31,65.74,8.11,0,0,19.59,18.14,55.24,14.55,270.68,9.59,1.04,0.16,6.75,1.46,7.83,2.14,0,0,3.32,0.47,7.46,1.37,0.59,1.66,0,0,2.59,1.42,3.06,1.03
